SurveyDate,Observer,Point_ID,StartNorthing,StartEasting,EndNorthing,EndEasting,ScientificName,1,2,3,4,5,6,7,8,9,10,Total
7/21/2023 11:10,JGM,DPR S REF,42.77699506,-70.81173895,42.77702566,-70.81285023,Spartina patens,X,X,X,X,X,X,X,X,,,8
7/21/2023 11:10,JGM,DPR S REF,42.77699506,-70.81173895,42.77702566,-70.81285023,Juncus gerardii,,X,X,,,,,,,X,3
7/21/2023 11:10,JGM,DPR S REF,42.77699506,-70.81173895,42.77702566,-70.81285023,Distichlis spicata,,X,,X,,,X,,X,X,5
7/21/2023 11:10,JGM,DPR S REF,42.77699506,-70.81173895,42.77702566,-70.81285023,Glaux maritima,,,,,,,,,X,,1
7/21/2023 11:10,JGM,DPR S REF,42.77699506,-70.81173895,42.77702566,-70.81285023,Thatch,X,X,X,X,X,X,X,X,X,X,10
7/21/2023 11:30,JGM,DPR S NAC,42.773808,-70.810081,42.773817,-70.811303,Spartina alterniflora - short,,,,,X,X,,,,,2
7/21/2023 11:30,JGM,DPR S NAC,42.773808,-70.810081,42.773817,-70.811303,Ruppia maritima,X,X,X,X,,,X,X,X,X,8
7/21/2023 11:30,JGM,DPR S NAC,42.773808,-70.810081,42.773817,-70.811303,Standing water (pool),X,X,X,X,,,X,X,X,X,8
7/21/2023 11:30,JGM,DPR S NAC,42.773808,-70.810081,42.773817,-70.811303,Algae,,,,X,,,X,X,X,X,5
7/21/2023 12:30,JGM,PL S REF,42.7582632,-70.80621091,42.75834144,-70.80721675,Spartina alterniflora - short,,,,X,X,,,,,,2
7/21/2023 12:30,JGM,PL S REF,42.7582632,-70.80621091,42.75834144,-70.80721675,Spartina patens,,,X,X,X,,,,X,X,5
7/21/2023 12:30,JGM,PL S REF,42.7582632,-70.80621091,42.75834144,-70.80721675,Juncus gerardii,,,,,,X,X,,,,2
7/21/2023 12:30,JGM,PL S REF,42.7582632,-70.80621091,42.75834144,-70.80721675,Distichlis spicata,,,X,,,X,X,X,X,X,6
7/21/2023 12:30,JGM,PL S REF,42.7582632,-70.80621091,42.75834144,-70.80721675,Thatch,,,X,X,X,X,X,X,X,X,8
7/21/2023 12:30,JGM,PL S REF,42.7582632,-70.80621091,42.75834144,-70.80721675,Ditch,X,X,,,,,,,,,2
7/21/2023 12:40,JGM,PL S RUN,42.7578601,-70.80467826,42.75779169,-70.80595484,Spartina alterniflora - short,,X,X,X,,X,X,,,,5
7/21/2023 12:40,JGM,PL S RUN,42.7578601,-70.80467826,42.75779169,-70.80595484,Spartina patens,,X,,,X,X,X,,,,4
7/21/2023 12:40,JGM,PL S RUN,42.7578601,-70.80467826,42.75779169,-70.80595484,Distichlis spicata,X,,,,,,,,,,1
7/21/2023 12:40,JGM,PL S RUN,42.7578601,-70.80467826,42.75779169,-70.80595484,Thatch,X,X,X,X,X,X,X,,,,7
7/21/2023 12:40,JGM,PL S RUN,42.7578601,-70.80467826,42.75779169,-70.80595484,Standing water (pool),,,,,,,,X,X,,2
7/21/2023 12:40,JGM,PL S RUN,42.7578601,-70.80467826,42.75779169,-70.80595484,Bare ground (mud),,,,,,,,X,X,,2
7/21/2023 13:00,JGM,PL N RUN,42.76464551,-70.80597923,42.76501158,-70.80707843,Spartina alterniflora - short,X,,X,X,,X,,,,X,5
7/21/2023 13:00,JGM,PL N RUN,42.76464551,-70.80597923,42.76501158,-70.80707843,Spartina patens,X,,,,X,,X,,,,3
7/21/2023 13:00,JGM,PL N RUN,42.76464551,-70.80597923,42.76501158,-70.80707843,Ruppia maritima,,X,,,,,,,,,1
7/21/2023 13:00,JGM,PL N RUN,42.76464551,-70.80597923,42.76501158,-70.80707843,Salicornia spp.,,,,,,X,,,,,1
7/21/2023 13:00,JGM,PL N RUN,42.76464551,-70.80597923,42.76501158,-70.80707843,Thatch,X,,,X,X,,X,,,,4
7/21/2023 13:00,JGM,PL N RUN,42.76464551,-70.80597923,42.76501158,-70.80707843,Standing water (pool),,X,,,,,,X,X,,3
7/21/2023 13:00,JGM,PL N RUN,42.76464551,-70.80597923,42.76501158,-70.80707843,Bare ground (mud),,,,,,,,X,X,,2
7/21/2023 13:25,JGM,PL N REF,42.76667161,-70.80816792,42.7668484,-70.80914372,Ditch,X,X,,,,,,,,,2
7/21/2023 13:25,JGM,PL N REF,42.76667161,-70.80816792,42.7668484,-70.80914372,Spartina alterniflora - short,,,,,,,X,X,X,,3
7/21/2023 13:25,JGM,PL N REF,42.76667161,-70.80816792,42.7668484,-70.80914372,Spartina patens,,,X,X,,X,X,X,X,X,7
7/21/2023 13:25,JGM,PL N REF,42.76667161,-70.80816792,42.7668484,-70.80914372,Distichlis spicata,,,,,X,,,,,,1
7/21/2023 13:25,JGM,PL N REF,42.76667161,-70.80816792,42.7668484,-70.80914372,Glaux maritima,,,,,X,,,,,,1
7/21/2023 13:25,JGM,PL N REF,42.76667161,-70.80816792,42.7668484,-70.80914372,Triglochin maritima,,,,,,X,,,,,1
7/21/2023 13:25,JGM,PL N REF,42.76667161,-70.80816792,42.7668484,-70.80914372,Thatch,,,X,X,X,X,X,X,X,X,8
7/21/2023 13:50,JGM,PL NAC,42.7610748,-70.80779734,42.7613424,-70.80888654,Spartina alterniflora - short,X,,X,X,X,X,,X,X,,7
7/21/2023 13:50,JGM,PL NAC,42.7610748,-70.80779734,42.7613424,-70.80888654,Spartina patens,,X,,,,,X,X,,X,4
7/21/2023 13:50,JGM,PL NAC,42.7610748,-70.80779734,42.7613424,-70.80888654,Salicornia spp.,,,,,X,,,,,,1
7/21/2023 13:50,JGM,PL NAC,42.7610748,-70.80779734,42.7613424,-70.80888654,Thatch,,X,,,,,X,X,,X,4
7/21/2023 13:50,JGM,PL NAC,42.7610748,-70.80779734,42.7613424,-70.80888654,Standing water (panne),,,,,X,X,,,,,2
7/21/2023 13:50,JGM,PL NAC,42.7610748,-70.80779734,42.7613424,-70.80888654,Algae,X,,,X,,,,,,,2
7/21/2023 13:50,JGM,PL NAC,42.7610748,-70.80779734,42.7613424,-70.80888654,Wrack,,,,,,,,,X,,1
