"","PointID","Site","State","RegionNum","Treatment","VisitNum","runnel_age","Year","Point_X","Point_Y","SurveyWindow","SurveyDate","Month","Day","Observer","Tide","SurveyTime","TempF","Sky","WindSp","Noise","Site_Date","DistBand","AlphaCode","Count","feeding_guild","wetland_score"
"8738","SP RUN North","Sapowet","RI",3,"Runnel",2,5,2023,-71.205411,41.582944,3,"7/9/2023",7,9,"JH","Low/Falling","707",76,2,1,0,"SP RUN North 7/9/2023  ","0-50m","HETH",0,"UPLAND",1
"8739","OTH REF","Old Town Hill","MA",2,"Reference",2,NA,2022,-70.862339,42.774958,2,"7/5/2022",7,5,"JLG","High/Falling","7:33",68,1,0,1,"OTH REF 7/5/2022  ","0-50m","HETH",0,"UPLAND",1
"8740","SP RUN South","Sapowet","RI",3,"Runnel",1,1,2023,-71.205069,41.578878,2,"6/4/2023",6,4,"JH","High/Rising","726",52,1,2,0,"SP RUN South 6/4/2023  ","0-50m","HETH",0,"UPLAND",1
"8741","RM RUN","Round Marsh","RI",3,"Runnel",1,9,2023,-71.3694,41.5107,1,"5/31/2023",5,31,"JH","High/Falling","621",53,2,1,2,"RM RUN 5/31/2023  ","0-50m","HETH",0,"UPLAND",1
"8742","RM REF","Round Marsh","RI",3,"Reference",2,NA,2021,-71.372664,41.509994,2,"6/7/2021",6,7,"ADF","Low/Falling","9:15",60,0,1,1,"RM REF 6/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8743","OTH REF","Old Town Hill","MA",2,"Reference",1,NA,2022,-70.862339,42.774958,1,"5/31/2022",5,31,"JLG","Low","7:38",64,1,2,2,"OTH REF 5/31/2022  ","0-50m","HETH",0,"UPLAND",1
"8744","PP REF","Potter's Pond","RI",3,"Reference",1,NA,2021,-71.53134,41.378349,1,"5/12/2021",5,12,"ADF","High/Rising","6:30",50,0,1,1,"PP REF 5/12/2021  ","0-50m","HETH",0,"UPLAND",1
"8745","PLHA RUN South","Plum Island","MA",2,"Runnel",2,4,2023,-70.805311,42.757836,2,"7/21/2023",7,21,"JLG","Low","916",73,2,1,2,"PLHA RUN South 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8746","PINE N REF SHARP","Pine Island","MA",2,"Reference",2,NA,2023,-70.832,42.7709,2,"7/18/2023",7,18,"JGM","Low/Rising","1030",75,2,1,1,"PINE N REF SHARP 7/18/2023  ","0-50m","HETH",0,"UPLAND",1
"8747","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",1,6,2021,-70.83,42.7696,2,"6/23/2021",6,23,"ARP/NA","High/Rising","9:35",65,0,2,1,"PINE N RUN SHARP 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8748","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",2,6,2021,-70.83,42.7696,3,"7/7/2021",7,7,"JLG/NA","Low","6:14",72,1,1,1,"PINE N RUN SHARP 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8749","PP NAC","Potter's Pond","RI",3,"No Action",2,NA,2023,-71.523686,41.381596,2,"6/19/2023",6,19,"JH","Low/Rising","705",60,1,1,1,"PP NAC 6/19/2023  ","0-50m","HETH",0,"UPLAND",1
"8750","WPF NAC","Weekapaug Foundation","RI",3,"No Action",1,NA,2021,-71.773506,41.330241,1,"5/10/2021",5,10,"ADF","High/Rising","7:00",46,2,2,1,"WPF NAC 5/10/2021  ","0-50m","HETH",0,"UPLAND",1
"8751","WPF NAC","Weekapaug Foundation","RI",3,"No Action",1,NA,2023,-71.773506,41.330241,1,"5/20/2023",5,20,"JH","Low/Rising","727",60,2,1,1,"WPF NAC 5/20/2023  ","0-50m","HETH",0,"UPLAND",1
"8752","WPF NAC","Weekapaug Foundation","RI",3,"No Action",2,NA,2023,-71.773506,41.330241,2,"6/2/2023",6,2,"JH","High/Rising","642",60,0,2,1,"WPF NAC 6/2/2023  ","0-50m","HETH",0,"UPLAND",1
"8753","CN NAC","Canonchet","RI",3,"No Action",1,NA,2023,-71.458731,41.442441,2,"6/24/2023",6,24,"JH","Low","626",67,2,0,0,"CN NAC 6/24/2023  ","0-50m","HETH",0,"UPLAND",1
"8754","WPF RUN","Weekapaug Foundation","RI",3,"Runnel",1,6,2023,-71.7759,41.3301,1,"5/20/2023",5,20,"JH","Low/Rising","743",60,2,2,1,"WPF RUN 5/20/2023  ","0-50m","HETH",0,"UPLAND",1
"8755","WPF RUN","Weekapaug Foundation","RI",3,"Runnel",2,6,2023,-71.7759,41.3301,2,"6/2/2023",6,2,"JH","High/Rising","659",60,0,1,1,"WPF RUN 6/2/2023  ","0-50m","HETH",0,"UPLAND",1
"8756","WPTL NAC","Winnapaug Town Land","RI",3,"No Action",1,NA,2021,-71.766984,41.33182,1,"5/10/2021",5,10,"ADF","High/Rising","8:00",46,2,2,1,"WPTL NAC 5/10/2021  ","0-50m","HETH",0,"UPLAND",1
"8757","WPF RUN","Weekapaug Foundation","RI",3,"Runnel",1,4,2021,-71.7759,41.3301,1,"5/10/2021",5,10,"ADF","High/Rising","6:30",46,2,2,1,"WPF RUN 5/10/2021  ","0-50m","HETH",0,"UPLAND",1
"8758","SP RUN North","Sapowet","RI",3,"Runnel",2,0,2022,41.578878,-71.205069,3,"7/11/2022",7,11,"JH","Low/Falling","900",68,0,1,1,"SP RUN North 7/11/2022  ","0-50m","HETH",0,"UPLAND",1
"8759","RM RUN","Round Marsh","RI",3,"Runnel",1,7,2021,-71.3694,41.5107,1,"5/19/2021",5,19,"ADF","Low/Rising","10:30",60,1,1,1,"RM RUN 5/19/2021  ","0-50m","HETH",0,"UPLAND",1
"8760","RM RUN","Round Marsh","RI",3,"Runnel",2,7,2021,-71.3694,41.5107,2,"6/7/2021",6,7,"ADF","Low/Falling","9:45",60,0,1,1,"RM RUN 6/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8761","JP RUN","Jacob's Point","RI",3,"Runnel",1,5,2021,-71.2876,41.712,1,"5/24/2021",5,24,"ADF","High/Falling","9:30",65,0,1,1,"JP RUN 5/24/2021  ","0-50m","HETH",0,"UPLAND",1
"8762","JP RUN","Jacob's Point","RI",3,"Runnel",2,5,2021,-71.2876,41.712,2,"6/3/2021",6,3,"ADF","Low/Falling","6:15",60,2,1,1,"JP RUN 6/3/2021  ","0-50m","HETH",0,"UPLAND",1
"8763","SP NAC","Sapowet","RI",3,"No Action",2,NA,2022,41.576394,-71.201106,3,"7/11/2022",7,11,"JH","Low/Falling","940",72,0,2,1,"SP NAC 7/11/2022  ","0-50m","HETH",0,"UPLAND",1
"8764","Ipswich REF West","Ipswich","MA",2,"Reference",2,NA,2022,-70.782456,42.680364,2,"6/20/2022",6,20,"JLG","High/Falling","7:53",59,0,1,1,"Ipswich REF West 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8765","PINE NAC SHARP","Pine Island","MA",2,"No Action",2,NA,2021,-70.828,42.76816,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","7:28",73,0,1,1,"PINE NAC SHARP 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8766","PINE NAC SHARP","Pine Island","MA",2,"No Action",1,NA,2023,-70.828,42.76816,1,"6/8/2023",6,8,"JGM","Low/Falling","8:30",63,3,1,0,"PINE NAC SHARP 6/8/2023  ","0-50m","HETH",0,"UPLAND",1
"8767","PINE NAC SHARP","Pine Island","MA",2,"No Action",2,NA,2023,-70.828,42.76816,2,"7/18/2023",7,18,"JGM","Low","730",72,2,1,1,"PINE NAC SHARP 7/18/2023  ","0-50m","HETH",0,"UPLAND",1
"8768","PINE S REF SHARP","Pine Island","MA",2,"Reference",1,NA,2021,-70.82514,42.7653,2,"6/23/2021",6,23,"JLG/JGM","High/Rising","9:24",63,0,3,1,"PINE S REF SHARP 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8769","PINE S REF SHARP","Pine Island","MA",2,"Reference",2,NA,2021,-70.82514,42.7653,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","7:56",73,0,2,1,"PINE S REF SHARP 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8770","PP NAC","Potter's Pond","RI",3,"No Action",2,NA,2021,-71.523686,41.381596,2,"6/23/2021",6,23,"JAH","Low/Falling","10:32",68,0,3,1,"PP NAC 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8771","PP NAC","Potter's Pond","RI",3,"No Action",1,NA,2023,-71.523686,41.381596,1,"5/21/2023",5,21,"JH","High/Falling","857",58,2,3,1,"PP NAC 5/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8772","PLHA REF South","Plum Island","MA",2,"Reference",1,NA,2023,-70.806616,42.758355,1,"6/12/2023",6,12,"JLG","High/Falling","8:45",62,2,1,1,"PLHA REF South 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8773","SP RUN North","Sapowet","RI",3,"Runnel",1,5,2023,-71.205411,41.582944,2,"6/4/2023",6,4,"JH","High/Rising","701",51,1,2,1,"SP RUN North 6/4/2023  ","0-50m","HETH",0,"UPLAND",1
"8774","OTH NAC","Old Town Hill","MA",2,"No Action",2,NA,2023,-70.860789,42.777164,2,"7/7/2023",7,7,"JLG","Low/Falling","7:07",72,1,1,1,"OTH NAC 7/7/2023  ","0-50m","HETH",0,"UPLAND",1
"8775","PLHA REF South","Plum Island","MA",2,"Reference",2,NA,2023,-70.806616,42.758355,2,"7/21/2023",7,21,"JLG","Low","903",73,2,1,1,"PLHA REF South 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8776","PLHA RUN North","Plum Island","MA",2,"Runnel",1,3,2022,-70.806447,42.764928,1,"6/1/2022",6,1,"JLG","Low","8:47",57,2,2,2,"PLHA RUN North 6/1/2022  ","0-50m","HETH",0,"UPLAND",1
"8777","PLHA RUN North","Plum Island","MA",2,"Runnel",2,3,2022,-70.806447,42.764928,2,"6/28/2022",6,28,"JLG","Low","7:31",61,0,2,2,"PLHA RUN North 6/28/2022  ","0-50m","HETH",0,"UPLAND",1
"8778","PLHA RUN North","Plum Island","MA",2,"Runnel",1,4,2023,-70.806447,42.764928,1,"6/12/2023",6,12,"JLG","High/Falling","9:30",67,2,1,1,"PLHA RUN North 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8779","PLHA RUN North","Plum Island","MA",2,"Runnel",2,4,2023,-70.806447,42.764928,2,"7/21/2023",7,21,"JLG","Low/Falling","752",72,1,1,1,"PLHA RUN North 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8780","PLHA RUN South","Plum Island","MA",2,"Runnel",1,0,2022,-70.805311,42.757836,1,"6/1/2022",6,1,"JLG","Low","9:39",58,2,2,2,"PLHA RUN South 6/1/2022  ","0-50m","HETH",0,"UPLAND",1
"8781","PLHA RUN South","Plum Island","MA",2,"Runnel",2,3,2022,-70.805311,42.757836,2,"6/28/2022",6,28,"JLG","Low/Rising","9:43",70,0,2,2,"PLHA RUN South 6/28/2022  ","0-50m","HETH",0,"UPLAND",1
"8782","PLHA RUN South","Plum Island","MA",2,"Runnel",1,4,2023,-70.805311,42.757836,1,"6/12/2023",6,12,"JLG","High/Falling","8:31",61,2,1,1,"PLHA RUN South 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8783","RM REF","Round Marsh","RI",3,"Reference",1,NA,2023,-71.372664,41.509994,1,"5/31/2023",5,31,"JH","High/Falling","637",52,1,0,2,"RM REF 5/31/2023  ","0-50m","HETH",0,"UPLAND",1
"8784","RM REF","Round Marsh","RI",3,"Reference",2,NA,2023,-71.372664,41.509994,3,"6/26/2023",6,26,"JH","Low","716",68,2,2,2,"RM REF 6/26/2023  ","0-50m","HETH",0,"UPLAND",1
"8785","Ipswich NAC East","Ipswich","MA",2,"No Action",1,NA,2022,-70.773939,42.679464,1,"5/27/2022",5,27,"JLG","High/Rising","9:16",64,1,2,2,"Ipswich NAC East 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8786","Ipswich NAC East","Ipswich","MA",2,"No Action",2,NA,2022,-70.773939,42.679464,2,"6/20/2022",6,20,"JLG","High/Falling","6:41",48,0,1,1,"Ipswich NAC East 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8787","Ipswich NAC West","Ipswich","MA",2,"No Action",1,NA,2022,-70.781622,42.678839,1,"5/27/2022",5,27,"JLG","High/Rising","8:16",63,2,3,1,"Ipswich NAC West 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8788","Ipswich NAC West","Ipswich","MA",2,"No Action",2,NA,2022,-70.781622,42.678839,2,"6/20/2022",6,20,"JLG","High/Falling","8:07",59,0,2,1,"Ipswich NAC West 6/20/2022  ","0-50m","HETH",1,"UPLAND",1
"8789","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",1,8,2023,-70.83,42.7696,1,"6/8/2023",6,8,"JGM","Low/Falling","7:50",55,2,1,0,"PINE N RUN SHARP 6/8/2023  ","0-50m","HETH",0,"UPLAND",1
"8790","PINE N RUN SHARP","Pine Island","MA",2,"Runnel",2,8,2023,-70.83,42.7696,2,"7/18/2023",7,18,"JGM","Low/Rising","1029",77,2,1,0,"PINE N RUN SHARP 7/18/2023  ","0-50m","HETH",0,"UPLAND",1
"8791","PINE NAC SHARP","Pine Island","MA",2,"No Action",1,NA,2021,-70.828,42.76816,2,"6/23/2021",6,23,"JLG/JGM","High","10:35",65,0,2,1,"PINE NAC SHARP 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8792","PP RUN","Potter's Pond","RI",3,"Runnel",1,3,2021,-71.527601,41.37927,1,"5/13/2021",5,13,"ADF","High/Rising","6:55",50,0,1,1,"PP RUN 5/13/2021  ","0-50m","HETH",0,"UPLAND",1
"8793","PP RUN","Potter's Pond","RI",3,"Runnel",2,3,2021,-71.527601,41.37927,2,"6/15/2021",6,15,"JAH","Low/Rising","9:16",68,2,2,1,"PP RUN 6/15/2021  ","0-50m","HETH",0,"UPLAND",1
"8794","PP RUN","Potter's Pond","RI",3,"Runnel",1,5,2023,-71.527601,41.37927,1,"5/21/2023",5,21,"JH","High/Falling","743",57,2,3,1,"PP RUN 5/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8795","PP RUN","Potter's Pond","RI",3,"Runnel",2,5,2023,-71.527601,41.37927,2,"6/19/2023",6,19,"JH","High/Rising","738",63,1,2,1,"PP RUN 6/19/2023  ","0-50m","HETH",0,"UPLAND",1
"8796","Essex RUN South","Essex","MA",2,"Runnel",1,1,2023,-70.7728,42.651456,1,"6/15/2023",6,15,"JLG","Low/Rising","6:16",62,2,1,1,"Essex RUN South 6/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8797","Essex RUN South","Essex","MA",2,"Runnel",2,1,2023,-70.7728,42.651456,2,"7/19/2023",7,19,"JGM","Low/Rising","845",75,2,2,2,"Essex RUN South 7/19/2023  ","0-50m","HETH",0,"UPLAND",1
"8798","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",1,6,2021,-70.82254,42.764,2,"6/23/2021",6,23,"JLG/JGM","High/Rising","9:46",63,0,3,1,"PINE S RUN SHARP 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8799","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",2,6,2021,-70.82254,42.764,3,"7/7/2021",7,7,"JLG/NA","Low/Rising","8:16",73,0,2,1,"PINE S RUN SHARP 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8800","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",1,8,2023,-70.82254,42.764,1,"6/8/2023",6,8,"JGM","Low/Falling","9:30",63,2,1,0,"PINE S RUN SHARP 6/8/2023  ","0-50m","HETH",0,"UPLAND",1
"8801","PINE S RUN SHARP","Pine Island","MA",2,"Runnel",2,8,2023,-70.82254,42.764,2,"7/18/2023",7,18,"JGM","Low/Rising","812",73,2,1,0,"PINE S RUN SHARP 7/18/2023  ","0-50m","HETH",0,"UPLAND",1
"8802","PLHA NAC","Plum Island","MA",2,"No Action",1,NA,2022,-70.808297,42.761219,1,"6/1/2022",6,1,"JLG","Low","8:24",57,1,1,2,"PLHA NAC 6/1/2022  ","0-50m","HETH",0,"UPLAND",1
"8803","JP RUN","Jacob's Point","RI",3,"Runnel",1,7,2023,-71.2876,41.712,2,"6/16/2023",6,16,"JH","High/Rising","650",64,0,0,1,"JP RUN 6/16/2023  ","0-50m","HETH",0,"UPLAND",1
"8804","JP RUN","Jacob's Point","RI",3,"Runnel",2,7,2023,-71.2876,41.712,3,"7/12/2023",7,12,"JH","High/Falling","648",78,0,1,1,"JP RUN 7/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8805","SP NAC","Sapowet","RI",3,"No Action",1,NA,2023,-71.201106,41.576394,2,"6/4/2023",6,4,"JH","High/Rising","819",53,1,3,0,"SP NAC 6/4/2023  ","0-50m","HETH",0,"UPLAND",1
"8806","SP NAC","Sapowet","RI",3,"No Action",2,NA,2023,-71.201106,41.576394,3,"7/9/2023",7,9,"JH","Low/Rising","821",77,2,0,1,"SP NAC 7/9/2023  ","0-50m","HETH",0,"UPLAND",1
"8807","Kents NAC","Kent's Island","MA",2,"No Action",2,NA,2022,-70.873811,42.758717,2,"7/5/2022",7,5,"JLG","High/Falling","9:12",73,1,1,1,"Kents NAC 7/5/2022  ","0-50m","HETH",0,"UPLAND",1
"8808","SP REF","Sapowet","RI",3,"Reference",1,NA,2022,41.582289,-71.207475,1,"5/13/2022",5,13,"JH","High/Falling","650",57,2,0,0,"SP REF 5/13/2022  ","0-50m","HETH",0,"UPLAND",1
"8809","RM NAC","Round Marsh","RI",3,"No Action",1,NA,2023,-71.3709,41.5085,1,"5/31/2023",5,31,"JH","High/Falling","602",52,2,1,1,"RM NAC 5/31/2023  ","0-50m","HETH",0,"UPLAND",1
"8810","PINE S REF SHARP","Pine Island","MA",2,"Reference",2,NA,2023,-70.82514,42.7653,2,"7/18/2023",7,18,"JGM","Low/Rising","800",72,2,1,1,"PINE S REF SHARP 7/18/2023  ","0-50m","HETH",0,"UPLAND",1
"8811","PLHA REF South","Plum Island","MA",2,"Reference",2,NA,2022,-70.806616,42.758355,2,"6/28/2022",6,28,"JLG","Low/Rising","10:04",70,0,1,2,"PLHA REF South 6/28/2022  ","0-50m","HETH",0,"UPLAND",1
"8812","SP RUN North","Sapowet","RI",3,"Runnel",1,4,2022,41.582944,-71.205411,1,"5/13/2022",5,13,"JH","High/Falling","711",57,2,0,0,"SP RUN North 5/13/2022  ","0-50m","HETH",0,"UPLAND",1
"8813","SP RUN North","Sapowet","RI",3,"Runnel",2,4,2022,41.582944,-71.205411,3,"7/11/2022",7,11,"JH","Low/Falling","835",68,0,2,1,"SP RUN North 7/11/2022  ","0-50m","HETH",0,"UPLAND",1
"8814","Kents REF","Kent's Island","MA",2,"Reference",2,NA,2023,-70.874217,42.769253,2,"7/11/2023",7,11,"JLG","High","8:18",67,1,2,1,"Kents REF 7/11/2023  ","0-50m","HETH",0,"UPLAND",1
"8815","Kents RUN","Kent's Island","MA",2,"Runnel",1,0,2022,-70.875569,42.759872,1,"5/31/2022",5,31,"JLG","Low","9:36",73,0,1,2,"Kents RUN 5/31/2022  ","0-50m","HETH",0,"UPLAND",1
"8816","Kents RUN","Kent's Island","MA",2,"Runnel",2,0,2022,-70.875569,42.759872,2,"7/5/2022",7,5,"JLG","High/Falling","8:51",73,1,1,1,"Kents RUN 7/5/2022  ","0-50m","HETH",0,"UPLAND",1
"8817","Kents RUN","Kent's Island","MA",2,"Runnel",1,1,2023,-70.875569,42.759872,1,"6/6/2023",6,6,"JLG","Low/Falling","9:41",62,1,1,1,"Kents RUN 6/6/2023  ","0-50m","HETH",0,"UPLAND",1
"8818","Kents RUN","Kent's Island","MA",2,"Runnel",2,1,2023,-70.875569,42.759872,2,"7/11/2023",7,11,"JLG","High","9:21",71,1,2,1,"Kents RUN 7/11/2023  ","0-50m","HETH",0,"UPLAND",1
"8819","MD NAC","Middlebridge","RI",3,"No Action",1,NA,2022,41.462694,-71.449686,2,"6/23/2022",6,23,"SM","High/Falling","633",62,1,1,1,"MD NAC 6/23/2022  ","0-50m","HETH",0,"UPLAND",1
"8820","MD NAC","Middlebridge","RI",3,"No Action",2,NA,2022,41.462694,-71.449686,3,"7/7/2022",7,7,"SM","Low/Falling","647",64,0,0,1,"MD NAC 7/7/2022  ","0-50m","HETH",0,"UPLAND",1
"8821","MD NAC","Middlebridge","RI",3,"No Action",1,NA,2023,-71.4481,41.460933,2,"6/23/2023",6,23,"JH","Low","623",62,2,1,0,"MD NAC 6/23/2023  ","0-50m","HETH",0,"UPLAND",1
"8822","MD NAC","Middlebridge","RI",3,"No Action",2,NA,2023,-71.4481,41.460933,3,"7/10/2023",7,10,"JH","Low/Rising","830",70,2,2,1,"MD NAC 7/10/2023  ","0-50m","HETH",0,"UPLAND",1
"8823","MD REF","Middlebridge","RI",3,"Reference",1,NA,2022,41.460094,-71.449401,2,"6/1/2022",6,1,"SM","Low/Rising","551",57,2,1,1,"MD REF 6/1/2022  ","0-50m","HETH",0,"UPLAND",1
"8824","MD REF","Middlebridge","RI",3,"Reference",2,NA,2022,41.460094,-71.449401,3,"6/29/2022",6,29,"JH","High/Falling","1044",74,0,2,1,"MD REF 6/29/2022  ","0-50m","HETH",0,"UPLAND",1
"8825","WPTL NAC","Winnapaug Town Land","RI",3,"No Action",1,NA,2023,-71.766984,41.33182,1,"5/20/2023",5,20,"JH","Low/Rising","651",59,2,2,1,"WPTL NAC 5/20/2023  ","0-50m","HETH",0,"UPLAND",1
"8826","WPTL NAC","Winnapaug Town Land","RI",3,"No Action",2,NA,2023,-71.766984,41.33182,2,"6/2/2023",6,2,"JH","High/Rising","608",59,0,1,1,"WPTL NAC 6/2/2023  ","0-50m","HETH",0,"UPLAND",1
"8827","WPTL REF","Winnapaug Town Land","RI",3,"Reference",1,NA,2021,-71.765935,41.336478,1,"5/10/2021",5,10,"ADF","High/Rising","8:45",50,2,2,1,"WPTL REF 5/10/2021  ","0-50m","HETH",0,"UPLAND",1
"8828","WPTL REF","Winnapaug Town Land","RI",3,"Reference",1,NA,2023,-71.765935,41.336478,1,"5/20/2023",5,20,"JH","Low/Rising","820",60,2,2,1,"WPTL REF 5/20/2023  ","0-50m","HETH",0,"UPLAND",1
"8829","PP REF","Potter's Pond","RI",3,"Reference",2,NA,2021,-71.53134,41.378349,2,"6/15/2021",6,15,"JAH","Low/Rising","9:43",70,2,0,1,"PP REF 6/15/2021  ","0-50m","HETH",0,"UPLAND",1
"8830","PP REF","Potter's Pond","RI",3,"Reference",1,NA,2023,-71.53134,41.378349,1,"5/21/2023",5,21,"JH","High/Falling","810",57,2,2,1,"PP REF 5/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8831","PP REF","Potter's Pond","RI",3,"Reference",2,NA,2023,-71.53134,41.378349,2,"6/19/2023",6,19,"JH","High/Rising","818",65,1,2,1,"PP REF 6/19/2023  ","0-50m","HETH",0,"UPLAND",1
"8832","WPTL RUN","Winnapaug Town Land","RI",3,"Runnel",2,10,2023,-71.76859,41.330282,2,"6/2/2023",6,2,"JH","High/Rising","623",59,0,1,1,"WPTL RUN 6/2/2023  ","0-50m","HETH",0,"UPLAND",1
"8833","MM SHARP2","Moody Marsh","ME",2,"Reference",1,NA,2021,-70.5891,43.2696,2,"6/18/2021",6,18,"ARP/NA","High/Falling","8:33",68,0,1,1,"MM SHARP2 6/18/2021  ","0-50m","HETH",0,"UPLAND",1
"8834","MM SHARP2","Moody Marsh","ME",2,"Reference",2,NA,2021,-70.5891,43.2696,3,"7/7/2021",7,7,"ARP/NA","High/Rising","8:34",78,0,2,1,"MM SHARP2 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8835","MM SHARP2","Moody Marsh","ME",2,"Reference",1,NA,2023,-70.5891,43.2696,1,"6/7/2023",6,7,"JLG/LG","Low/Falling","6:42",53,1,1,1,"MM SHARP2 6/7/2023  ","0-50m","HETH",0,"UPLAND",1
"8836","MM SHARP2","Moody Marsh","ME",2,"Reference",2,NA,2023,-70.5891,43.2696,2,"7/17/2023",7,17,"JLG","Low","9:00",73,1,0,1,"MM SHARP2 7/17/2023  ","0-50m","HETH",0,"UPLAND",1
"8837","RM NAC","Round Marsh","RI",3,"No Action",2,NA,2023,-71.3709,41.5085,3,"6/26/2023",6,26,"JH","Low/Falling","638",68,4,1,1,"RM NAC 6/26/2023  ","0-50m","HETH",0,"UPLAND",1
"8838","RM REF","Round Marsh","RI",3,"Reference",1,NA,2021,-71.372664,41.509994,1,"5/19/2021",5,19,"ADF","High/Rising","10:00",60,0,1,1,"RM REF 5/19/2021  ","0-50m","HETH",0,"UPLAND",1
"8839","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2021,-71.288352,41.712839,2,"6/3/2021",6,3,"ADF","Low/Falling","5:45",60,2,1,1,"JP NAC 6/3/2021  ","0-50m","HETH",0,"UPLAND",1
"8840","JP NAC","Jacob's Point","RI",3,"No Action",1,NA,2023,-71.288352,41.712839,2,"6/16/2023",6,16,"JH","High/Rising","720",65,0,0,1,"JP NAC 6/16/2023  ","0-50m","HETH",0,"UPLAND",1
"8841","JP NAC","Jacob's Point","RI",3,"No Action",2,NA,2023,-71.288352,41.712839,3,"7/12/2023",7,12,"JH","High/Falling","717",78,0,1,1,"JP NAC 7/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8842","DPS S NAC","Plum Island","MA",2,"No Action",1,NA,2021,-70.8107,42.7738,2,"6/23/2021",6,23,"JLG/JGM","Low/Rising","7:45",63,0,3,1,"DPS S NAC 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8843","DPS S NAC","Plum Island","MA",2,"No Action",2,NA,2021,-70.8107,42.7738,3,"7/7/2021",7,7,"JGM/NA","Low/Rising","7:35",73,0,2,1,"DPS S NAC 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8844","PLHA NAC","Plum Island","MA",2,"No Action",2,NA,2022,-70.808297,42.761219,2,"6/28/2022",6,28,"JLG","Low/Rising","8:55",63,0,2,1,"PLHA NAC 6/28/2022  ","0-50m","HETH",0,"UPLAND",1
"8845","PLHA NAC","Plum Island","MA",2,"No Action",1,NA,2023,-70.808297,42.761219,1,"6/12/2023",6,12,"JLG","High/Falling","9:11",65,2,1,1,"PLHA NAC 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8846","Kents NAC","Kent's Island","MA",2,"No Action",1,NA,2022,-70.873811,42.758717,1,"5/31/2022",5,31,"JLG","Low/Rising","10:02",73,0,1,2,"Kents NAC 5/31/2022  ","0-50m","HETH",0,"UPLAND",1
"8847","NR REF","Narrow River","RI",3,"Reference",2,NA,2023,-71.461905,41.447894,3,"7/10/2023",7,10,"JH","Low/Falling","716",70,2,3,1,"NR REF 7/10/2023  ","0-50m","HETH",0,"UPLAND",1
"8848","NR RUN","Narrow River","RI",3,"Runnel",1,6,2022,41.444954,-71.464571,2,"6/2/2022",6,2,"SM","High","1026",63,2,1,1,"NR RUN 6/2/2022  ","0-50m","HETH",0,"UPLAND",1
"8849","NR RUN","Narrow River","RI",3,"Runnel",2,6,2022,41.444954,-71.464571,3,"6/29/2022",6,29,"JH","High/Falling","1000",71,1,1,1,"NR RUN 6/29/2022  ","0-50m","HETH",0,"UPLAND",1
"8850","NR RUN","Narrow River","RI",3,"Runnel",1,7,2023,-71.464571,41.444954,2,"6/24/2023",6,24,"JH","Low","749",67,5,0,1,"NR RUN 6/24/2023  ","0-50m","HETH",0,"UPLAND",1
"8851","NR RUN","Narrow River","RI",3,"Runnel",2,7,2023,-71.464571,41.444954,3,"7/10/2023",7,10,"JH","Low/Falling","736",70,2,2,1,"NR RUN 7/10/2023  ","0-50m","HETH",0,"UPLAND",1
